Time col;Variable;pid0;pid0 revlevel;pid0 startseq;pid;pid revlevel;pid startseq;length;Max. deviation;Seq;a0;b0
Date;Cumulative.LOC.Churn;15;5;13;137;6;50;4;0,002525106;633097-688920-690664-690664;2,769245;-8010073
Date;Cumulative.LOC.Churn;15;5;17;137;6;50;4;0,0001869042;728840,5-867929,8-868092,0-868104,5;6,899884;-20806584
Date;Cumulative.LOC.Churn;15;5;18;137;6;39;4;0,002973186;867929,8-868092,0-868104,5-868112,0;0,001948209;862168,5
Date;Cumulative.LOC.Churn;15;5;18;137;6;42;4;0,002148739;867929,8-868092,0-868104,5-868112,0;0,004564112;853964,1
Date;Cumulative.LOC.Churn;15;5;18;137;6;42;5;0,004971277;867929,8-868092,0-868104,5-868112,0-868112,0;0,004564112;853964,1
Date;Cumulative.LOC.Churn;15;5;18;137;6;44;4;0,004153271;867929,8-868092,0-868104,5-868112,0;0,01851946;810561,7
Date;Cumulative.LOC.Churn;15;5;18;137;6;44;5;0,00422683;867929,8-868092,0-868104,5-868112,0-868112,0;0,01851946;810561,7
Date;Cumulative.LOC.Churn;15;5;18;137;6;45;4;0,001457917;867929,8-868092,0-868104,5-868112,0;0,01841247;810731,8
Date;Cumulative.LOC.Churn;15;5;18;137;6;45;5;0,001475361;867929,8-868092,0-868104,5-868112,0-868112,0;0,01841247;810731,8
Date;Cumulative.LOC.Churn;15;5;18;137;6;46;4;5,832541e-05;867929,8-868092,0-868104,5-868112,0;0,03103275;771253,7
